gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ServiceBundleCount,ChargePerMonth
1,0,1,0,1.4508197855632678,0,1,0,2,0,2,0,2,2,2,1,0,-0.3543513709543497,0.6682887509701564,0,0.30898256355971704,-0.29685764082358423
1,0,0,0,0.880734693482843,1,0,2,1,1,1,1,1,1,2,0,1,-1.4993295040688086,-0.5607586237048631,0,-1.145996840374596,-1.526560442452277
0,1,1,1,-0.38159658183809786,1,0,1,0,2,2,0,0,2,0,1,0,0.787303168159777,-0.06581756645769142,0,0.30898256355971704,0.9232153013661082
1,0,0,0,-0.62591876415828,1,0,1,0,0,2,0,0,0,0,1,2,0.395119076120572,-0.4262640109653701,1,-0.661003705729825,0.4142336376389634
1,0,1,0,1.5729808767233588,1,2,0,2,2,2,2,0,2,2,0,1,0.5197538511330312,1.5209409186295995,0,1.7639619674940301,0.5267444543920571
0,0,1,1,1.4100994218432374,1,0,2,1,1,1,1,1,1,2,1,0,-1.5126238800701375,-0.4000798047456262,0,-1.145996840374596,-1.4665552750621411
0,0,1,1,-0.748079855318371,1,2,1,0,0,0,0,2,0,0,1,2,0.6659919871476498,-0.4746397179914006,0,-0.176010571085054,0.7032660511202713
0,1,0,0,-1.2774445836787656,0,1,0,0,0,0,0,0,0,0,1,3,-1.2949284730483754,-0.9943973144106124,1,-1.630989975019367,-1.2906901524296979
0,0,0,1,1.247217966963116,1,0,2,1,1,1,1,1,1,2,0,1,-1.504314895069307,-0.4696984693029233,0,-1.145996840374596,-1.5064306242772123
0,0,0,0,0.35136996512244845,1,2,0,0,0,2,2,0,2,1,1,2,0.12756975909382579,0.2635254822876967,0,0.7939756982044881,0.17918071925498397
0,0,1,0,-0.62591876415828,1,2,1,0,0,0,0,2,2,0,0,2,0.925232319173565,-0.30884317717624077,0,0.30898256355971704,0.9328523778261446
1,0,1,0,0.9621754209229036,1,2,1,2,0,0,0,2,2,1,1,2,1.1894580421999785,1.4273219032996982,0,0.7939756982044881,1.1169581334012344
0,0,0,0,-1.1145631287986442,1,0,2,1,1,1,1,1,1,0,0,1,-1.4694171580658184,-0.9633821552320448,0,-1.145996840374596,-1.508660065175661
0,0,0,0,-1.2367242199587352,0,1,0,2,2,0,0,0,2,0,1,2,-0.736564680992558,-0.9738381904031977,1,-0.176010571085054,-0.9461784362354703
0,0,1,0,-1.1960038562387048,1,0,2,1,1,1,1,1,1,0,1,3,-1.5009913010689746,-0.9814044774574288,0,-1.145996840374596,-1.5352713868432277
1,0,0,0,0.18848851024232702,1,2,0,2,2,2,2,0,0,1,0,2,0.08934842809000525,0.0721623913388526,0,1.278968832849259,0.042144026100308506
0,0,0,0,-0.13727439951791576,1,0,0,2,2,2,0,0,2,0,1,0,0.13587874409465642,-0.13642889258187016,1,0.7939756982044881,0.1055189679423322
1,0,0,0,-0.9924020376385531,1,0,0,0,0,0,0,0,0,0,0,3,-0.7049905379894018,-0.8578070828077027,0,-1.145996840374596,-0.7565313616958597
0,0,0,0,1.247217966963116,1,2,1,0,2,2,2,2,2,0,1,1,1.4985522842308774,2.083802086197404,0,1.7639619674940301,1.5368876549882935
0,0,1,1,-1.0331224013585834,1,0,2,1,1,1,1,1,1,0,0,3,-1.4660935640654862,-0.9356538087971519,0,-1.145996840374596,-1.3931445295671294
0,0,0,0,-1.1960038562387048,1,0,1,0,2,0,0,2,2,0,0,2,1.0182929511828682,-0.8764470611191463,0,0.30898256355971704,1.091630449137756
1,0,1,1,1.6137012404433893,1,0,2,1,1,1,1,1,1,2,0,0,-1.4544609850643233,-0.3467628490311183,0,-1.145996840374596,-1.4580921128160087
0,0,0,0,-0.5444780367182193,1,0,0,0,0,0,0,0,2,0,1,2,-0.2845558969473725,-0.5233904304982531,0,-0.661003705729825,-0.2390228082578453
0,0,1,0,1.0843365120829946,1,0,2,1,1,1,1,1,1,2,0,0,-1.5408744290729617,-0.5390744832549826,0,-1.145996840374596,-1.551403997629811
1,0,1,1,-1.2367242199587352,1,0,1,0,0,2,2,0,2,0,0,1,0.8388188751649267,-0.9219330200282548,1,0.30898256355971704,1.0024659584881288
0,0,1,1,0.10704778280226633,1,2,2,1,1,1,1,1,1,0,1,2,-1.2965902700485417,-0.6164138488880255,0,-0.661003705729825,-1.3100452749466538
1,0,0,0,-0.748079855318371,1,0,2,1,1,1,1,1,1,0,0,1,-1.5009913010689746,-0.8732484849591945,0,-1.145996840374596,-1.434552187763551
0,0,0,0,-0.748079855318371,1,0,1,0,0,2,0,0,0,0,0,2,0.35191235411625243,-0.5531482183587707,1,-0.661003705729825,0.2822093210600873
0,0,1,1,1.4915401492832983,1,0,2,1,1,1,1,1,1,2,0,1,-1.4943441130683104,-0.3718220388083963,0,-1.145996840374596,-1.4554806298316887
1,1,1,0,-1.0331224013585834,1,2,0,2,2,0,2,0,0,0,0,2,-0.018668376920792765,-0.7962179473691814,0,0.7939756982044881,0.10250008448761778
1,0,1,1,1.4915401492832983,1,0,0,2,2,2,2,2,0,2,1,0,0.3652067301175816,1.3713799092194365,0,1.278968832849259,0.44144619991556816
0,0,1,1,1.6137012404433893,1,2,0,0,2,0,2,2,2,2,1,2,0.47156173812821356,1.5222644673854415,0,1.278968832849259,0.4910123669986614
1,0,0,0,-0.9924020376385531,1,2,1,0,2,0,0,2,2,0,0,2,1.1994288242009752,-0.6442083727607106,1,0.7939756982044881,1.2482204098838905
0,0,1,1,-1.1552834925186746,1,0,0,2,0,0,0,0,0,0,0,2,-0.4806479429669752,-0.9099990220797449,0,-0.661003705729825,-0.34742369871521445
1,0,1,1,1.247217966963116,1,0,1,0,2,2,0,0,0,0,1,1,0.5164302571326987,1.1544061498450473,0,-0.176010571085054,0.4292130803015424
1,0,0,0,1.6137012404433893,1,0,2,1,1,1,1,1,1,2,0,0,-1.4926823160681442,-0.3730794101264464,0,-1.145996840374596,-1.4855361884984148
0,0,0,0,0.5549717837226001,1,0,2,1,1,1,1,1,1,2,1,2,-1.451137391063991,-0.5923473206776291,0,-1.145996840374596,-1.4705074089800712
0,0,1,0,-1.1145631287986442,1,0,1,0,0,0,0,0,0,0,0,2,0.1724382780983114,-0.8601232931304265,1,-1.145996840374596,0.04197391896393404
1,0,1,0,-0.0965540357978854,1,0,0,0,0,2,0,0,0,0,1,3,-0.4906187249679718,-0.3550791470469931,0,-0.661003705729825,-0.5167534156331144
1,0,0,0,1.247217966963116,1,2,1,0,2,2,0,2,2,2,1,0,1.329048990213933,1.8780123138098805,0,1.278968832849259,1.2916228655823145
0,0,0,0,1.125056875803025,1,0,2,1,1,1,1,1,1,2,0,0,-1.4926823160681442,-0.5080813832223456,0,-1.145996840374596,-1.5225178281187302
0,0,1,0,1.247217966963116,1,2,1,0,2,2,0,2,2,1,1,2,1.42044782522307,2.026801253112469,1,1.278968832849259,1.4689528049695295
1,0,1,1,-0.30015585439803716,1,0,1,0,0,0,2,2,0,0,0,2,0.7025515211513048,-0.03559653653262902,0,-0.176010571085054,0.7684961266150684
1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,1,3,-0.62854787598176,-0.9855515968924009,1,-1.145996840374596,-0.6265113149590957
1,1,1,0,-1.0738427650786138,1,2,1,0,0,2,0,0,0,0,1,2,0.53304822713436,-0.804115121612373,0,-0.176010571085054,0.3783145239407344
1,0,0,0,-0.4223169455581282,1,2,2,1,1,1,1,1,1,2,0,3,-1.3132082400502028,-0.7558497103159959,0,-0.661003705729825,-1.2923464587575546
0,0,1,1,-0.055833672077855064,1,2,0,0,2,0,2,2,2,2,0,0,0.5247392421335293,0.08464786793563009,0,1.278968832849259,0.4957697952548846
0,0,1,1,0.26992923768238775,1,0,1,0,0,2,2,0,0,0,1,0,0.5563133851366857,0.3651078492985816,0,-0.176010571085054,0.4939586811395611
1,0,0,0,-0.2594354906780068,1,0,2,1,1,1,1,1,1,0,0,3,-1.4577845790646555,-0.7771147269931931,0,-1.145996840374596,-1.4849876255052143
0,0,1,0,0.8400143297628127,1,0,1,2,2,2,0,2,2,1,1,0,1.3739175092184182,1.539735310962558,1,1.278968832849259,1.4608721730196077
0,0,0,0,-1.2774445836787656,1,0,1,0,2,0,2,2,0,0,0,2,0.895319973170575,-0.9653233600739467,1,0.30898256355971704,0.8923215876856474
1,0,0,0,-0.8295205827584317,1,2,0,2,2,0,2,0,0,0,1,2,0.08270124008934066,-0.6385832905483815,0,0.7939756982044881,0.15222871018827253
0,0,0,0,-0.6666391278783103,1,2,1,0,2,2,0,0,2,0,1,1,1.0249401391835322,-0.3194536263689086,1,0.7939756982044881,1.0754469560593218
0,0,0,0,-1.2367242199587352,1,0,2,1,1,1,1,1,1,0,0,3,-1.4760643460664828,-0.9857942474976384,0,-1.145996840374596,-1.3950374510846801
1,0,0,1,0.26992923768238775,0,1,0,2,0,0,2,2,0,1,0,0,-0.6551366279844181,-0.21579769964053772,0,-0.176010571085054,-0.6244303147010193
1,0,0,0,-1.2774445836787656,1,2,1,0,0,0,0,0,0,0,1,2,0.3386179781149237,-0.9727131739607321,1,-0.661003705729825,0.3374589678535984
0,0,1,1,-1.0331224013585834,0,1,0,2,0,0,2,0,0,0,0,3,-1.0007904040189717,-0.8969841259806304,0,-0.661003705729825,-0.9783581020338322
1,1,0,0,-1.1552834925186746,1,0,1,0,0,0,0,0,0,0,0,2,0.15249671409631763,-0.8903443230554889,0,-1.145996840374596,0.021518535814901565
1,1,0,0,-0.9109613101984924,1,2,1,0,0,0,0,2,2,0,1,2,1.0166311541827018,-0.6094431587739235,1,0.30898256355971704,0.8305413616565867
0,0,0,0,0.9214550572028734,1,0,1,0,2,2,0,0,0,0,1,2,0.5579751821368518,0.983734537779202,0,-0.176010571085054,0.5706970134763509
1,0,1,1,1.6137012404433893,1,0,0,0,2,2,0,2,2,2,1,0,0.35357415111641893,1.4120128560237906,0,0.7939756982044881,0.3760371027399309
0,0,1,0,-0.9109613101984924,1,0,0,0,0,2,0,2,2,0,1,1,0.10098100709116792,-0.7176212104180885,0,0.30898256355971704,0.018288738475580796
1,1,0,0,-0.8702409464784621,1,2,1,0,2,2,2,2,2,0,1,2,1.5500679912360276,-0.48383838184450356,0,1.7639619674940301,1.4173706936162727
0,0,1,1,-0.7073594915983407,1,0,0,0,0,0,0,0,0,0,0,2,-0.613591702980265,-0.7236654164031009,0,-1.145996840374596,-0.7331774424730777
0,0,1,1,-0.38159658183809786,1,0,2,1,1,1,1,1,1,2,0,0,-1.4744025490663168,-0.7945635114243788,0,-1.145996840374596,-1.455816691985167
1,0,0,1,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,3,-1.4860351280674797,-0.9969341161926433,0,-1.145996840374596,-1.4811653801332372
0,1,0,0,-1.1960038562387048,1,0,0,0,0,0,0,0,0,0,0,2,-0.6567984249845842,-0.9497054847550094,1,-1.145996840374596,-0.7419006557997906
1,0,1,1,0.5956921474426305,1,0,1,2,2,2,0,0,2,1,1,2,1.0415581091851935,0.9316528942368133,0,0.7939756982044881,0.949798941318297
0,0,0,1,-0.7073594915983407,1,0,2,1,1,1,1,1,1,1,0,3,-1.4993295040688086,-0.8863957359338932,0,-1.145996840374596,-1.5477488945130826
1,0,0,0,1.369379058123207,1,0,1,0,2,2,0,2,2,0,0,2,1.15456030519649,1.9547781416487253,1,0.7939756982044881,1.2227296045426692
0,1,1,0,1.4508197855632678,1,0,0,0,2,2,2,0,0,1,1,0,-0.13665596393258767,0.7483193324067451,0,0.30898256355971704,-0.2084888267432211
0,0,1,1,-0.62591876415828,1,0,1,0,0,2,2,2,2,1,0,0,1.1246479591934997,-0.253585016619831,1,0.7939756982044881,1.176913986725053
0,0,0,0,-1.0331224013585834,1,0,0,0,0,0,2,2,0,0,1,3,-0.17487729493640844,-0.822269798713341,1,-0.176010571085054,-0.1769424545408045
1,1,1,0,-0.8295205827584317,1,0,1,0,0,0,0,0,2,0,1,2,0.5214156481331973,-0.586567824443785,1,-0.661003705729825,0.47769290361214617
0,1,1,0,-0.46303730927815856,1,2,0,0,2,2,0,0,2,1,0,0,0.2306011731041257,-0.345306945399692,0,0.7939756982044881,0.2161542472705576
1,0,0,0,-0.46303730927815856,0,1,0,0,2,0,2,0,0,0,1,3,-0.9559218850144864,-0.6615909797541041,0,-0.661003705729825,-0.9147086160061899
0,0,1,1,0.9621754209229036,1,2,0,2,0,0,0,2,0,1,0,0,0.014567563082529699,0.5437207538994796,0,0.30898256355971704,-0.06777412139581003
0,0,1,1,-1.0738427650786138,1,2,0,0,0,0,0,0,0,0,1,1,-0.5255164619714603,-0.885226601199566,0,-0.661003705729825,-0.6367252039808798
0,1,0,0,1.3286586944031769,0,1,0,0,2,2,0,2,2,2,1,0,-0.3742929349563432,0.5462575556815104,0,0.30898256355971704,-0.3525072850599443
1,0,1,0,0.3920903288424788,1,2,0,2,0,0,2,2,2,1,0,1,0.5214156481331973,0.48360958123831527,0,1.278968832849259,0.517286512020915
0,0,1,1,1.4508197855632678,1,2,1,2,0,2,2,2,2,2,1,0,1.4719635322282196,2.3068641698486676,0,1.7639619674940301,1.5124378053460572
1,0,1,1,0.6364125111626608,1,2,2,1,1,1,1,1,1,2,0,0,-1.2783105030467143,-0.4564850408904325,0,-0.661003705729825,-1.2861008036462611
0,1,0,0,0.7178532386027215,1,2,1,0,2,0,2,2,2,1,1,2,1.397182667220744,1.3536443558911517,0,1.278968832849259,1.3977931528210048
0,1,0,0,-1.0331224013585834,1,0,0,0,2,2,0,2,0,0,1,2,0.006258578081699082,-0.7879898859370293,0,0.30898256355971704,0.1907575502434191
0,0,1,1,1.247217966963116,1,0,2,1,1,1,1,1,1,2,0,2,-1.5093002860698053,-0.4481908020204884,0,-1.145996840374596,-1.48079731206038
1,0,0,0,-0.62591876415828,1,0,2,1,1,1,1,1,1,0,0,1,-1.451137391063991,-0.8356817594392082,0,-1.145996840374596,-1.3940631532447643
0,0,1,1,0.3920903288424788,1,0,1,0,0,0,0,2,0,0,1,1,0.4383257981248911,0.487183162879089,1,-0.661003705729825,0.5236751221426484
1,0,1,1,-1.1552834925186746,1,0,2,1,1,1,1,1,1,0,0,3,-1.5259182560714666,-0.9686322319635521,0,-1.145996840374596,-1.4480392535760997
0,0,0,1,1.2064976032430856,1,2,2,1,1,1,1,1,1,2,0,0,-1.288281285047711,-0.28281338497801184,0,-0.661003705729825,-1.2697993210041483
1,1,0,0,-1.2367242199587352,1,0,1,0,2,0,0,0,0,0,1,2,0.3303089931140931,-0.9328081789720911,1,-0.661003705729825,0.5941864486714121
0,0,1,0,-1.2367242199587352,1,0,1,0,0,0,0,0,0,0,1,2,0.1857326540996401,-0.9527275877475155,0,-1.145996840374596,-0.1536358583559615
1,0,1,0,0.6364125111626608,1,2,1,2,2,2,0,2,0,2,1,0,1.068146861187852,0.9678298935631654,0,1.278968832849259,0.9419072583758619
1,0,1,0,-0.21871512695797646,1,0,2,1,1,1,1,1,1,2,0,0,-1.502653098069141,-0.7761220654263115,0,-1.145996840374596,-1.5066847665179948
0,0,1,1,1.5322605130033284,1,0,0,0,2,2,2,2,2,2,1,0,0.5197538511330312,1.516837917486489,0,1.278968832849259,0.5605161071779794
1,1,0,0,-1.2774445836787656,1,2,1,0,0,2,0,2,0,0,1,2,0.7989357471609396,-0.9666027905379273,1,0.30898256355971704,0.7962558206699492
1,0,1,0,0.5549717837226001,1,2,1,0,2,2,0,2,0,1,1,2,0.9933659961803764,0.8968215028122342,0,0.7939756982044881,0.9602301471277788
1,0,0,0,-0.0965540357978854,1,0,1,0,0,0,0,2,2,0,1,2,0.8471278601657574,0.2098335210923667,1,-0.176010571085054,0.8971248760364322
0,0,0,0,-0.7073594915983407,1,2,0,2,0,0,0,0,2,0,1,0,-0.003712203919297562,-0.5670013620032519,1,0.30898256355971704,0.051028393556217994
1,0,1,1,1.4915401492832983,1,2,1,0,2,2,0,2,0,1,0,1,1.0299255301840309,1.866872445114876,0,0.7939756982044881,0.9806339207318123
1,0,0,0,1.3286586944031769,1,0,2,1,1,1,1,1,1,2,1,1,-1.502653098069141,-0.46813226994184337,0,-1.145996840374596,-1.5242803079291416
1,1,1,1,1.6137012404433893,1,0,1,2,0,2,2,2,2,2,1,1,1.3074456292117733,2.2800181892510025,0,1.278968832849259,1.2812315151682603
1,1,1,0,-0.7888002190384014,1,0,1,0,2,0,2,0,2,0,1,0,0.8072447321617703,-0.4898825878295161,1,0.30898256355971704,0.8343508662106568
1,0,0,0,-0.62591876415828,1,0,2,1,1,1,1,1,1,1,1,3,-1.4843733310673135,-0.8824692079582281,0,-1.145996840374596,-1.600711725090906
1,0,1,0,0.758573602322752,1,2,1,2,0,2,2,2,2,1,1,2,1.5550533822365258,1.517940874783024,0,1.7639619674940301,1.5702055481043984
1,0,1,1,0.758573602322752,1,0,0,2,2,0,2,0,0,2,0,1,-0.14164135493308597,0.3713505875969702,0,0.30898256355971704,-0.11786288933371969
0,0,1,0,1.6137012404433893,1,2,0,2,2,2,2,2,2,2,1,0,0.8703930181680831,1.8480559936359868,0,2.248955102138801,0.8307622025003006
1,0,1,1,1.4100994218432374,1,2,1,0,2,2,0,0,0,1,0,2,0.7524054311562884,1.6054936249819822,1,0.30898256355971704,0.7810276908496535
1,0,0,0,0.06632741908223598,1,0,2,1,1,1,1,1,1,0,0,3,-1.4976677070686424,-0.7077166538952031,0,-1.145996840374596,-1.4871085969567233
1,0,1,0,1.4100994218432374,0,1,0,2,2,0,2,0,2,2,1,0,-0.4590445819648154,0.5479340507722437,0,0.30898256355971704,-0.40414601019682
0,0,1,0,0.6771328748826912,1,0,2,1,1,1,1,1,1,1,1,0,-1.4860351280674797,-0.5985238815382258,0,-1.145996840374596,-1.5212885558713203
1,0,1,1,0.8400143297628127,1,0,2,1,1,1,1,1,1,2,1,3,-1.5076384890696393,-0.515912380027745,0,-1.145996840374596,-1.4513518662318134
1,0,0,0,-0.21871512695797646,1,2,0,0,0,2,2,0,0,0,0,2,-0.17653909193657447,-0.29474738292652186,0,0.30898256355971704,-0.1680211855367923
0,1,0,0,-0.38159658183809786,1,0,1,0,2,0,0,2,2,0,1,2,0.9966895901807084,0.006117308422329254,1,0.30898256355971704,1.1580507333287702
1,0,0,0,1.4915401492832983,1,2,0,2,2,2,2,0,2,2,1,1,0.5563133851366857,1.4442192090826163,0,1.7639619674940301,0.5207088592573562
0,0,1,1,-1.2367242199587352,0,1,0,0,0,0,2,0,0,0,0,0,-1.1869116680375775,-0.9860368981028763,0,-1.145996840374596,-1.4041471358878928
0,0,0,0,0.10704778280226633,1,2,1,0,0,0,0,2,0,0,1,2,0.720831288153132,0.3306073450629628,1,-0.176010571085054,0.721580066802574
0,0,1,0,0.5549717837226001,1,0,0,2,2,0,2,0,2,1,0,3,0.19404163910047073,0.41970423547707025,0,0.7939756982044881,0.18144211310134234
0,0,0,0,0.880734693482843,1,2,1,0,2,0,0,2,2,2,1,0,1.0781176431888486,1.2572458881739819,0,0.7939756982044881,1.0013004095907476
0,0,1,0,0.9621754209229036,1,2,1,0,2,0,0,2,2,1,1,2,1.113015380192337,1.4244100960368455,1,0.7939756982044881,1.1130539827712864
0,0,1,0,-0.9516816739185228,1,0,1,0,0,2,0,0,0,0,1,0,0.3652067301175816,-0.7164079573918998,1,-0.661003705729825,0.2688142722657529
1,0,0,0,-0.5037576729981889,1,2,0,2,0,0,2,0,0,0,0,0,-0.18484807693740507,-0.480242741057799,0,0.30898256355971704,-0.17235211986074395
1,0,0,0,-0.8702409464784621,1,0,1,0,2,0,0,0,0,0,1,3,0.37019212111808014,-0.6235389530236424,0,-0.661003705729825,0.4637899686783173
0,1,1,0,-0.0965540357978854,1,2,1,0,2,0,0,2,0,0,1,2,0.8404806721650927,0.15329593007197617,0,0.30898256355971704,0.7556211054265273
1,0,1,0,1.4508197855632678,1,0,0,2,2,2,0,0,2,2,0,0,0.20567421810163386,1.0860669157517306,0,0.7939756982044881,0.1644480289305496
1,1,1,0,0.22920887396235737,1,2,1,0,2,2,0,2,2,0,1,2,1.2575917192067896,0.7630107235965928,0,1.278968832849259,1.3496364822086526
0,1,1,0,-0.62591876415828,1,2,1,2,0,2,0,0,0,0,1,0,0.684271754149477,-0.360130691465124,1,0.30898256355971704,0.706328130045721
1,0,0,0,0.6364125111626608,1,2,1,0,2,2,0,2,2,1,1,1,1.3739175092184182,1.2366647050206367,1,1.278968832849259,1.3624365337423536
0,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,0,2,-0.6966815529885713,-0.9864560218755596,0,-1.145996840374596,-0.6944198744012272
1,0,1,1,1.247217966963116,0,1,0,2,2,2,0,2,2,2,0,2,-0.19149526493806968,0.6299499553425955,0,0.7939756982044881,-0.19584537913967895
0,0,0,0,-1.1960038562387048,1,0,0,0,0,2,0,2,2,1,1,2,0.1724382780983114,-0.9085210593023878,0,0.30898256355971704,0.2888739822364637
0,0,0,0,0.6364125111626608,1,2,2,1,1,1,1,1,1,1,0,0,-1.343120586053193,-0.5056107588781069,0,-0.661003705729825,-1.3629465159824532
1,0,0,0,1.369379058123207,0,1,0,0,0,0,2,0,0,1,0,1,-1.1736172920362484,-0.13084792866140238,0,-1.145996840374596,-1.1499794012131306
0,0,1,1,1.4508197855632678,1,2,1,0,2,2,0,0,0,2,1,1,0.6526976111463211,1.529588103834435,0,0.30898256355971704,0.6541788381642276
1,1,0,0,-0.62591876415828,1,0,0,0,0,0,0,0,0,0,1,2,-0.6551366279844181,-0.6658042766268684,1,-1.145996840374596,-0.6437563867256055
0,0,1,1,-1.0331224013585834,1,0,2,1,1,1,1,1,1,1,0,3,-1.4660935640654862,-0.9466392634706415,0,-1.145996840374596,-1.5109788940346602
1,0,1,0,1.6137012404433893,1,2,0,2,2,2,2,2,2,2,1,0,0.7424346491552913,1.742833867546536,0,2.248955102138801,0.7210319082797835
0,0,1,0,-0.13727439951791576,1,0,2,1,1,1,1,1,1,0,0,3,-1.4926823160681442,-0.7529599621990739,0,-1.145996840374596,-1.4907605340325456
1,0,1,0,0.18848851024232702,1,0,1,0,0,2,2,0,2,0,1,2,0.8504514541660894,0.5027569199061651,0,0.30898256355971704,0.9159575266345239
0,0,0,0,0.06632741908223598,1,2,1,2,2,2,0,2,2,0,1,3,1.4968904872307114,0.5768535910873946,1,1.7639619674940301,1.3497057086341202
0,1,0,0,0.3920903288424788,1,2,1,0,0,0,0,2,0,0,1,2,0.6610065961471517,0.5566032951230098,1,-0.176010571085054,0.647779789137066
0,0,1,1,1.0843365120829946,1,2,0,2,2,0,2,0,0,1,0,3,0.02453834508352634,0.6712887948167321,0,0.7939756982044881,-0.011067185711536323
1,0,1,1,-0.8702409464784621,1,0,1,0,0,0,0,2,0,0,1,0,0.4898415051300408,-0.6226124688945529,1,-0.661003705729825,0.47011404738467977
1,1,1,1,1.125056875803025,1,2,1,2,0,0,0,0,0,0,1,2,0.5380336181348585,1.1379720861266738,0,-0.176010571085054,0.5373751416259216
0,0,0,0,-0.21871512695797646,1,0,0,0,2,0,2,0,0,0,1,3,-0.28621769394753876,-0.3707631998037227,0,-0.176010571085054,-0.37941494871437575
0,0,0,0,-1.2774445836787656,1,2,1,0,0,0,0,0,2,0,0,3,0.6992279271509723,-0.9679263392937695,1,-0.176010571085054,0.6968774409985374
1,1,0,0,-1.2774445836787656,1,0,1,0,0,0,0,2,0,0,1,2,0.47654712912871167,-0.9708822648484837,1,-0.661003705729825,0.4749323930657177
1,0,1,0,-0.62591876415828,0,1,0,2,0,2,0,0,0,0,0,3,-1.0090993890198023,-0.7442686587023771,0,-0.661003705729825,-0.9903141283836562
1,0,1,0,1.0436161483629645,1,0,2,1,1,1,1,1,1,2,0,3,-1.462769970065154,-0.4825589513805228,0,-1.145996840374596,-1.46800060052734
1,0,1,1,-1.2774445836787656,1,0,2,1,1,1,1,1,1,1,0,3,-1.5275800530716328,-0.9974855948409108,0,-1.145996840374596,-1.5225730383296587
0,0,1,1,-1.1960038562387048,1,0,0,0,0,0,0,0,0,0,0,3,-0.6800635829869099,-0.9464407311572653,1,-1.145996840374596,-0.6601895436255186
0,0,0,0,0.8400143297628127,1,2,1,2,2,2,0,0,0,0,0,2,0.8654076271675846,1.165369545372606,0,0.7939756982044881,0.9305103864147241
1,0,0,0,0.10704778280226633,1,2,2,1,1,1,1,1,1,0,1,2,-1.3015756610490399,-0.6081637283099428,0,-0.661003705729825,-1.2923464587575546
1,0,1,1,0.7178532386027215,1,2,1,2,0,2,0,2,2,0,0,1,1.3689321182179202,1.3509310809416755,1,1.278968832849259,1.3937186392544767
1,0,1,1,1.4508197855632678,1,2,0,0,2,0,2,0,2,2,0,1,0.2006888271011353,1.1383470916074956,0,0.7939756982044881,0.22217517594556105
1,0,1,0,0.5956921474426305,1,2,2,1,1,1,1,1,1,0,0,2,-1.3082228490497045,-0.5031842528257296,0,-0.661003705729825,-1.3424232947550994
0,1,1,0,1.3286586944031769,1,2,1,0,2,2,0,2,2,0,1,0,1.463654547227389,2.118876128227221,0,1.278968832849259,1.4641040136976495
1,0,0,0,-1.1145631287986442,1,0,1,0,0,0,0,0,0,0,1,2,0.1657910900976468,-0.8625718583287345,1,-1.145996840374596,0.005203918485511711
1,0,1,0,0.758573602322752,1,2,1,0,0,0,0,2,2,0,1,2,0.9933659961803764,1.1175232578489125,1,0.30898256355971704,0.9806904017660107
0,0,0,0,0.5549717837226001,1,2,1,0,0,0,0,2,2,0,0,0,1.0398963121850275,0.9352044167316564,1,0.30898256355971704,1.0228817343119299
0,0,0,0,-0.9516816739185228,1,2,1,0,0,0,0,0,0,0,1,2,0.4017662641212361,-0.7130329080645024,0,-0.661003705729825,0.2969714798393193
0,0,0,0,-0.9924020376385531,1,0,2,1,1,1,1,1,1,2,0,3,-1.479387940066815,-0.9287272369749112,0,-1.145996840374596,-1.4221594672033364
1,0,0,0,-0.748079855318371,1,2,2,1,1,1,1,1,1,1,1,1,-1.328164413051698,-0.8638512887927152,0,-0.661003705729825,-1.3841531523587636
0,0,0,0,0.5142514200025698,1,2,1,2,2,2,2,2,2,0,1,2,1.6913207362501481,1.2555032156454566,0,2.248955102138801,1.6277215972540946
0,0,0,0,-0.9924020376385531,1,2,1,0,0,0,0,0,0,0,1,1,0.32698539911376057,-0.7636145296836031,0,-0.661003705729825,0.12752214079774088
1,1,0,1,-1.2774445836787656,1,0,0,0,0,2,0,0,0,0,1,3,-0.4856333339674735,-0.9836545103423604,1,-0.661003705729825,-0.48406897076340566
1,0,1,1,1.369379058123207,1,0,1,2,2,2,0,2,2,1,1,0,1.2758714862086173,2.0963096219401125,0,1.278968832849259,1.383742656050694
1,0,1,1,1.6137012404433893,1,2,0,2,2,2,2,0,0,2,0,1,0.2438955491054544,1.207480454954317,0,1.278968832849259,0.1627416545192529
0,0,1,0,0.35136996512244845,1,2,1,2,2,2,2,2,2,0,1,0,1.6231870592433366,1.0214336181747725,1,2.248955102138801,1.5671654219990347
0,0,1,1,-0.38159658183809786,1,2,2,1,1,1,1,1,1,2,0,3,-1.3181936310507012,-0.7360185381242943,0,-0.661003705729825,-1.2646933444142052
0,0,0,0,-0.13727439951791576,1,0,1,0,0,0,0,2,0,0,1,2,0.46989994112804756,0.04606642170283153,1,-0.661003705729825,0.5780231834719814
0,0,0,0,-1.1552834925186746,1,2,1,2,0,0,0,0,0,0,1,2,0.5114448661322006,-0.8646674771921513,0,-0.176010571085054,0.503503677221249
1,0,1,1,-1.0738427650786138,1,2,2,1,1,1,1,1,1,2,0,3,-1.3082228490497045,-0.9381464922873212,0,-0.661003705729825,-1.2989716840689822
